TYPEHUQ,CDD30YR,NUMFLRS,STUDIO,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,OUTGRILL,ICE,SIZFREEZ,DWASHUSE,TOPFRONT,WASHLOAD,RNSETEMP,DRYER,DRYRFUEL,TVCOLOR,TVONWE3,WELLPUMP,FUELHEAT,HEATROOM,WHEATOTH,CENACHP,MAINTAC,AGECENAC,ACROOMS,USECENAC,PROTHERMAC,TEMPHOMEAC,NUMCFAN,USECFAN,SWIMPOOL,NOUTLGTNT,WINDOWS,ELWARM,ELWATER,PGASHTWA,NHSLDMEM,HUPROJ,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,TOTALDOL,KAVALNG,OA_LAT
2,1738,-2,-2,10,3,2,1,4,0,1,0,3,-2,1,3,2,1,1,2,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,6,0,0,1,3,-2,1280,0,320,8289,1293,1,0
3,417,-2,-2,10,2,2,5,7,1,1,1,3,2,2,3,3,1,5,3,1,0,1,2,0,0,0,3,2,3,1,68,0,-2,0,0,3,0,0,1,1,-2,2627,319,1429,5737,1635,1,0
2,1376,-2,-2,10,5,3,4,9,1,0,1,1,3,2,2,2,1,5,2,-2,0,1,9,0,0,1,4,9,3,1,73,2,2,0,0,4,0,0,1,3,0,2903,2503,2503,14827,1870,1,5
2,3103,-2,-2,10,2,2,2,4,0,0,0,-2,-2,1,3,3,1,5,3,1,1,5,1,0,0,0,6,4,1,0,-2,0,-2,0,1,3,1,0,1,3,0,920,230,920,12482,2329,3,19
5,837,3,0,-2,2,1,2,4,-2,0,1,-2,1,1,2,2,1,5,1,-2,-2,5,3,0,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,2,1,1,-2,4,0,653,490,327,13110,2208,-2,4
2,1322,-2,-2,20,5,3,5,10,1,1,1,-2,1,2,2,3,1,5,2,-2,0,1,7,0,0,0,3,7,3,1,77,0,-2,0,0,5,1,0,1,2,-2,3240,1988,1988,7167,1339,1,6
2,980,-2,-2,31,2,2,9,11,0,0,0,1,4,1,2,3,1,5,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,7,0,0,1,2,-2,4896,2671,1001,3060,2363,3,4
2,4260,-2,-2,10,2,2,3,5,1,1,0,-2,1,1,3,3,1,5,3,1,0,5,5,0,0,1,2,5,1,1,-2,5,1,0,1,4,1,1,-2,2,-2,1564,1314,1314,12322,1466,-2,29
2,3397,-2,-2,10,3,1,3,6,1,0,1,-2,-2,1,3,2,1,5,2,-2,0,5,6,0,1,0,6,6,2,0,75,2,0,1,0,4,1,1,-2,3,0,2220,1820,1820,18042,2235,-2,24
2,828,-2,-2,10,2,2,4,6,1,1,1,1,4,2,3,3,1,5,2,-2,0,5,6,0,0,1,6,6,3,0,70,1,0,0,1,4,1,1,-2,4,-2,3969,3569,3569,40096,2468,-2,0
2,369,-2,-2,20,4,3,7,11,1,1,0,-2,3,2,2,3,1,5,4,1,1,3,11,0,-2,-2,-2,-2,-2,-2,-2,7,2,1,0,7,0,0,-2,5,-2,3850,3425,1282,25048,5944,-2,3
2,506,-2,-2,10,2,3,5,7,1,0,0,1,5,2,3,3,1,5,2,-2,0,3,7,0,0,1,5,7,1,1,-2,4,3,0,0,5,1,1,-2,2,-2,3891,3491,2422,33442,3719,-2,0
3,1223,-2,-2,10,3,3,6,9,1,1,1,-2,3,2,2,2,1,5,2,-2,0,1,9,0,0,1,3,4,3,0,74,7,3,0,0,4,1,0,1,2,-2,4075,1795,798,16119,2233,1,6
3,1360,-2,-2,20,3,1,3,6,1,1,0,-2,-2,1,1,3,1,5,2,-2,0,5,6,0,0,0,4,6,2,0,70,1,3,0,0,5,1,1,-2,4,0,1920,1670,1670,14802,1265,-2,5
2,548,-2,-2,20,3,2,7,10,0,1,0,-2,-2,2,3,3,1,5,2,-2,1,3,10,1,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,6,1,1,-2,2,0,2208,2208,442,5329,3741,-2,3
2,3493,-2,-2,10,4,1,3,7,1,1,1,-2,5,1,2,1,1,5,4,2,0,5,7,0,0,1,3,7,3,0,72,7,3,0,1,4,1,1,-2,4,-2,2460,2210,2210,25192,4078,1,22
2,1459,-2,-2,10,3,2,2,5,0,1,1,-2,1,2,3,3,1,5,5,3,0,5,5,0,1,1,5,5,3,0,70,3,2,1,0,3,1,1,-2,4,-2,2100,2100,2100,24524,1970,-2,6
3,1238,-2,-2,10,2,2,4,6,1,1,1,1,2,1,2,3,1,5,1,-2,0,1,6,0,0,1,3,6,3,1,77,3,3,0,0,3,0,0,1,2,-2,3860,3010,1660,7767,1449,1,6
2,976,-2,-2,20,4,2,5,9,1,1,1,-2,3,1,2,3,1,5,3,1,0,1,9,0,0,0,2,4,2,1,72,1,1,1,0,6,0,1,-2,4,-2,4712,4312,1916,13652,4318,1,6
2,1646,-2,-2,20,5,2,6,11,0,1,1,1,5,1,3,3,1,5,2,-2,0,1,9,0,0,0,2,9,2,0,75,4,2,0,0,7,1,1,-2,4,-2,3681,2149,2149,22749,3283,1,5
2,628,-2,-2,20,4,2,5,9,1,1,0,-2,4,1,3,3,1,1,1,-2,0,1,9,0,0,0,3,9,3,1,70,0,-2,0,0,5,0,0,1,2,-2,3403,3003,2416,8380,1857,3,0
3,625,-2,-2,20,2,2,4,6,1,1,1,-2,3,1,2,3,1,1,4,1,0,1,6,0,0,1,2,6,1,1,-2,4,3,0,0,6,0,0,1,2,-2,3384,1903,1903,4801,2128,1,4
2,1884,-2,-2,10,3,1,3,6,0,1,0,-2,-2,1,4,3,1,5,3,2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,0,0,1,6,0,1200,1200,0,6384,1305,1,0
2,1730,-2,-2,10,3,1,3,6,0,1,0,2,1,1,3,3,1,5,1,-2,0,2,6,0,0,1,4,6,3,1,79,1,3,1,0,4,0,1,-2,1,-2,1798,1798,1798,11093,2646,-2,9
2,1039,-2,-2,20,3,2,3,6,0,1,0,-2,4,2,2,3,1,1,1,-2,0,1,6,0,0,1,6,6,2,1,74,6,3,0,0,5,0,0,1,4,-2,2448,2040,1632,9929,2397,1,3
2,862,-2,-2,20,4,3,7,11,1,1,1,-2,5,1,5,3,1,5,5,1,0,5,11,0,0,0,5,11,3,1,68,1,0,0,0,5,1,1,-2,4,-2,4634,3688,2801,21868,2048,3,7
2,2834,-2,-2,20,4,2,4,8,1,1,1,1,-2,2,2,3,1,5,3,1,0,5,8,0,0,1,2,8,1,1,-2,6,3,0,0,6,1,1,-2,2,-2,3116,2716,2716,17285,2145,-2,7
2,873,-2,-2,10,2,1,2,4,1,1,0,2,-2,2,3,3,1,5,3,2,0,3,4,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,4,0,0,-2,5,-2,2000,875,656,6611,2499,1,4
2,1406,-2,-2,20,5,3,7,12,1,1,1,-2,4,1,3,3,1,5,5,1,0,1,12,0,1,1,4,12,2,0,75,7,3,0,0,7,1,0,1,4,-2,5781,5381,5381,17493,4283,1,8
4,717,-2,0,-2,1,1,3,4,-2,0,0,-2,-2,1,1,3,1,1,1,-2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,0,1,1,0,1281,854,427,1086,1901,1,3
2,1806,-2,-2,10,3,1,3,6,0,1,0,-2,-2,1,3,2,1,5,4,3,0,5,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,6,1,1,-2,2,-2,1380,920,230,13386,1759,-2,11
5,762,4,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,3,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,-2,1,0,338,338,338,1220,1166,-2,6
2,1460,-2,-2,10,4,2,4,8,0,0,0,1,-2,1,3,2,1,5,4,3,1,2,8,0,0,1,4,8,3,0,68,1,1,0,0,3,0,1,-2,4,-2,1344,1344,1344,16604,3256,-2,7
2,1782,-2,-2,20,4,2,2,6,0,1,1,2,5,1,4,2,1,5,2,-2,1,7,6,0,-2,-2,-2,-2,-2,-2,-2,2,3,0,0,4,1,1,-2,4,-2,3840,3840,2560,30165,3199,3,11
2,738,-2,-2,20,5,4,5,10,0,1,0,3,3,1,3,3,1,1,4,2,0,1,10,0,0,1,4,10,2,1,70,5,2,0,1,6,0,0,1,2,-2,2800,2392,2392,12259,3354,1,1
2,2575,-2,-2,10,3,2,3,6,1,0,1,-2,-2,1,1,2,1,5,2,-2,0,1,6,0,0,0,6,6,3,0,78,4,3,0,0,3,0,0,1,1,-2,2134,1734,1734,10054,2696,1,7
2,994,-2,-2,20,2,1,3,5,0,0,0,-2,3,1,2,3,1,5,1,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3,0,0,1,2,0,2295,1530,0,6771,1425,1,3
2,429,-2,-2,10,3,2,6,9,1,1,0,3,4,1,3,3,1,5,2,-2,1,2,9,0,0,0,2,9,3,0,74,1,2,0,1,5,0,0,-2,5,-2,3668,3268,3268,8635,2422,-2,1
5,789,2,0,-2,2,1,2,4,-2,1,0,-2,3,1,2,2,1,5,2,-2,-2,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,1,4,0,1190,1190,0,7234,1618,3,2
5,827,2,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,0,0,2,3,0,606,606,0,4083,1450,3,2
5,1340,2,0,-2,3,2,2,5,-2,0,0,-2,5,1,3,3,1,5,2,-2,-2,5,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,1,-2,5,0,1100,1100,0,26605,1680,-2,7
2,1412,-2,-2,20,5,4,3,8,1,0,1,-2,-2,1,2,3,1,1,3,1,0,1,4,0,0,0,3,4,1,1,-2,1,1,0,0,3,0,0,1,3,-2,4060,1705,1705,7254,1191,1,0
2,0,-2,-2,20,4,2,4,8,0,1,0,-2,4,1,2,3,1,5,2,-2,0,1,8,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,2,6,0,0,1,2,-2,2179,2179,0,7421,3545,1,0
2,2517,-2,-2,10,3,2,3,6,1,1,1,1,4,1,3,3,1,5,3,3,1,5,6,0,1,1,2,6,3,-2,75,5,0,0,4,4,1,1,-2,2,-2,2810,2410,2410,19026,2324,-2,22
2,1269,-2,-2,10,3,1,2,5,0,1,0,-2,-2,1,4,3,1,1,2,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,3,1,0,0,4,0,0,1,5,-2,1147,0,229,5613,1038,3,3
3,838,-2,-2,20,3,1,2,5,0,0,0,-2,-2,1,3,3,1,5,1,-2,0,1,3,0,0,0,1,4,1,0,-2,2,2,0,0,3,0,0,1,2,0,1932,773,1030,2896,1812,1,4
2,884,-2,-2,20,3,1,4,7,0,1,0,-2,2,2,3,3,1,5,3,1,0,1,7,0,0,0,4,7,1,1,-2,2,1,0,13,4,1,0,1,2,-2,2183,2183,2183,10397,2575,1,3
2,1164,-2,-2,10,2,1,2,4,0,0,1,-2,-2,1,2,3,1,5,2,-2,0,7,4,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,3,0,1,-2,1,-2,960,960,0,7768,811,-2,7
2,749,-2,-2,10,3,1,3,6,1,1,0,2,4,1,2,3,1,1,3,2,0,1,6,0,0,0,4,6,2,1,75,4,0,0,0,4,0,0,1,3,-2,1920,830,830,8673,2684,1,2
2,1683,-2,-2,20,4,2,5,9,1,1,1,-2,5,1,2,3,1,5,5,2,0,1,9,0,0,0,2,9,2,0,78,4,3,0,2,3,1,1,-2,2,-2,3860,3460,3460,19967,2418,1,8
2,822,-2,-2,31,5,3,5,10,1,1,1,-2,4,2,3,3,1,5,4,1,0,3,10,0,0,1,4,10,3,1,72,3,3,0,0,6,0,0,-2,4,-2,3196,2946,2946,16652,6399,-2,5
2,936,-2,-2,10,4,2,2,6,0,1,0,-2,-2,1,4,3,1,5,2,-2,0,1,6,0,0,0,2,6,2,1,80,1,2,0,1,4,0,0,1,3,-2,2400,2400,1230,10144,1396,1,0
5,1831,2,0,-2,3,2,3,6,-2,0,0,-2,2,2,2,2,1,5,2,-2,-2,5,6,0,1,0,6,5,1,0,-2,2,2,-2,-2,3,1,1,-2,3,0,1550,1550,1292,14174,1416,-2,12
4,776,-2,0,-2,2,1,3,5,-2,0,0,-2,5,1,2,2,1,5,2,-2,-2,1,5,0,0,0,4,4,2,0,68,0,-2,-2,-2,6,0,0,1,3,0,2013,1342,1074,4508,2120,1,5
2,460,-2,-2,20,4,1,3,7,0,1,0,-2,3,1,3,3,1,5,1,-2,0,3,5,0,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,5,1,1,-2,2,-2,3489,1521,304,5519,2420,-2,2
2,587,-2,-2,10,2,1,4,6,0,1,0,1,1,1,2,3,1,5,2,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,6,3,0,0,4,0,0,1,1,-2,1680,840,280,3878,1867,1,3
2,1749,-2,-2,10,3,2,3,6,1,0,0,-2,-2,1,2,3,1,5,2,-2,0,1,6,0,0,0,5,6,3,0,76,3,3,0,0,3,0,0,1,2,-2,2914,2514,2514,6337,1531,1,5
5,1516,2,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,1,1,0,620,620,620,2096,432,1,0
4,879,-2,0,-2,3,2,3,6,-2,1,0,-2,-2,-2,-2,-2,0,-2,4,2,-2,1,6,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,2,3,1,1372,1372,457,5649,2350,3,3
1,1279,-2,-2,10,4,3,3,7,0,1,0,1,-2,1,2,3,1,5,4,4,0,2,7,0,0,0,3,7,3,0,77,2,3,-2,-2,4,1,1,-2,3,-2,1748,1748,1748,22101,4072,-2,7
2,3601,-2,-2,10,4,2,4,8,1,0,1,3,3,1,3,3,1,5,6,3,0,5,8,0,0,1,3,8,3,1,77,5,3,0,1,4,1,1,-2,4,-2,2379,1979,1979,20480,2756,-2,21
2,2430,-2,-2,10,4,2,4,8,1,1,1,-2,-2,2,3,3,1,5,6,1,0,5,8,0,0,0,4,8,3,1,75,7,1,0,0,4,1,0,1,3,-2,3844,3194,3194,17547,1813,3,10
3,2114,-2,-2,10,2,2,3,5,1,0,1,-2,1,1,2,3,1,5,2,-2,0,5,5,0,1,1,2,5,3,0,78,4,2,0,3,3,1,1,-2,1,-2,1837,1437,1437,10529,1225,-2,10
2,922,-2,-2,10,4,2,4,8,1,1,1,-2,4,2,2,3,1,1,5,2,0,1,8,0,0,1,1,8,2,1,68,3,2,0,0,5,1,0,1,5,-2,2678,2218,1586,7483,1978,1,0
4,605,-2,0,-2,4,2,3,7,-2,1,0,-2,2,1,2,3,1,5,2,-2,-2,3,7,1,0,1,3,7,1,0,-2,3,1,-2,-2,6,1,0,-2,2,-2,4270,2765,2765,7024,3465,-2,4
2,779,-2,-2,10,3,2,4,7,1,1,1,2,5,1,3,3,1,5,6,3,0,1,7,0,0,0,4,7,1,1,-2,4,2,1,0,4,1,0,1,4,-2,2800,2400,2400,10882,1522,1,3
2,1269,-2,-2,10,3,2,2,5,0,1,0,-2,-2,1,3,3,1,1,2,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,0,0,1,4,-2,1250,1250,500,3008,989,1,0
1,3503,-2,-2,10,2,1,2,4,0,0,0,-2,-2,-2,-2,-2,0,-2,3,1,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,4,1,1,-2,3,0,672,336,168,13165,2047,-2,20
5,812,3,0,-2,1,1,1,2,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,2,1,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,2,0,0,2,1,0,1086,1086,543,1584,1433,3,3
4,1066,-2,0,-2,3,1,2,5,-2,1,0,-2,2,-2,-2,-2,0,-2,1,-2,-2,1,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,2,3,0,1843,848,339,2673,2327,3,5
2,514,-2,-2,10,3,1,3,6,0,1,0,2,-2,1,3,3,1,1,4,1,0,1,6,0,0,0,3,6,1,-2,-2,4,2,0,0,5,1,1,-2,5,-2,1876,1654,988,9077,2772,1,1
2,84,-2,-2,31,4,2,5,9,1,0,0,2,3,2,2,2,1,1,4,2,0,1,2,0,-2,-2,-2,-2,-2,-2,-2,4,1,0,0,7,0,0,1,2,-2,3532,729,0,6277,1713,1,0
2,2576,-2,-2,20,4,2,3,7,1,1,1,-2,4,1,2,3,1,5,1,-2,0,1,7,0,0,0,3,7,3,1,78,5,2,0,0,5,0,0,1,3,-2,2694,2294,2294,14208,2419,1,6
2,785,-2,-2,10,3,1,2,5,0,1,0,-2,-2,1,2,2,1,5,2,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,1,4,0,0,1,1,-2,2110,2110,0,3069,1217,1,1
1,2664,-2,-2,10,3,2,3,6,0,0,1,-2,3,1,3,3,1,5,1,-2,0,5,6,0,0,0,3,6,2,0,78,3,2,-2,-2,4,1,1,-2,3,-2,1440,1440,1440,21888,2902,-2,16
5,892,2,0,-2,2,1,3,5,-2,1,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,0,2,3,0,888,888,178,2921,678,2,3
2,553,-2,-2,10,3,2,3,6,1,0,1,2,-2,1,2,3,1,5,1,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,5,2,0,0,3,0,0,1,2,-2,2057,1381,0,8616,2202,1,0
2,845,-2,-2,20,4,4,4,8,1,1,1,-2,4,2,2,2,1,1,6,1,0,1,8,0,0,0,3,7,1,1,-2,5,3,1,2,5,1,0,1,4,-2,3560,3160,2765,14193,4088,1,0
2,1891,-2,-2,10,4,2,4,8,0,1,1,-2,-2,1,5,2,1,5,2,-2,0,5,8,0,0,1,3,8,3,1,68,2,1,0,0,4,1,1,-2,5,-2,1680,1680,1680,25048,2619,-2,8
2,1120,-2,-2,20,3,2,3,6,0,1,0,-2,5,1,3,3,1,5,4,3,0,1,6,0,0,0,1,6,1,1,-2,0,-2,0,1,5,0,1,-2,5,-2,1573,1573,1243,13014,4496,1,4
5,831,4,0,-2,2,2,3,5,-2,0,0,-2,4,1,2,3,1,5,4,1,-2,3,5,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,5,0,0,-2,1,-2,1181,1181,0,5715,2536,3,4
2,745,-2,-2,20,3,1,4,7,0,1,0,1,4,1,2,3,1,5,2,-2,0,1,7,0,0,0,5,7,2,0,74,3,2,0,0,4,1,0,1,2,-2,3108,3108,3108,8534,1798,1,2
2,492,-2,-2,20,4,3,5,9,1,1,1,1,5,2,5,3,1,5,7,5,0,1,9,0,0,1,4,9,3,0,72,5,3,0,0,5,1,0,1,6,-2,4431,4031,4031,14981,3371,1,1
3,1069,-2,-2,20,3,1,3,6,1,0,0,-2,4,1,3,2,1,5,2,-2,0,1,6,0,0,0,3,6,1,1,-2,2,1,0,0,5,0,0,1,3,0,1860,1610,1610,4508,823,1,1
2,603,-2,-2,20,3,2,6,9,1,1,0,-2,1,1,2,3,1,5,3,1,1,3,9,0,0,0,4,8,2,1,73,1,2,0,0,7,1,0,-2,3,-2,3910,2430,2160,5490,3410,-2,3
4,562,-2,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,1,0,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,3,0,0,1,1,0,665,665,0,1676,474,1,2
2,612,-2,-2,20,3,1,3,6,0,1,0,-2,4,1,2,3,1,1,2,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,4,0,0,1,4,-2,1637,1454,970,10692,2236,1,2
2,1690,-2,-2,20,3,2,4,7,0,1,0,4,-2,1,3,3,1,5,3,4,1,3,7,0,1,0,2,7,3,1,74,4,1,0,1,4,1,1,-2,3,-2,3768,2552,2552,19629,2393,-2,11
2,1535,-2,-2,10,3,2,2,5,0,1,0,2,3,1,2,3,1,5,4,2,0,1,5,0,0,1,4,5,3,0,75,2,1,0,1,4,0,1,-2,4,-2,2282,2282,2282,24024,2960,3,6
2,854,-2,-2,10,4,2,3,7,1,0,0,3,3,1,2,3,1,5,2,-2,0,1,7,0,0,1,2,7,3,1,72,0,-2,0,2,4,0,1,-2,1,-2,3016,2616,2616,9566,2146,1,3
2,2310,-2,-2,10,4,1,3,7,1,1,0,-2,3,2,4,2,1,5,6,4,0,1,6,0,0,1,1,7,3,1,72,2,2,0,1,4,1,1,-2,6,-2,2347,1669,1947,14511,2248,1,0
5,1124,1,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,3,0,0,0,4,3,3,0,72,0,-2,-2,-2,3,1,1,-2,1,0,552,552,552,7979,682,-2,5
2,409,-2,-2,20,4,3,4,8,1,1,1,-2,2,1,2,3,1,5,3,2,0,3,8,0,-2,-2,-2,-2,-2,-2,-2,6,1,1,0,6,0,0,-2,3,-2,5052,3147,787,9969,3826,-2,4
5,569,3,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,2,1,0,458,458,0,2866,1562,3,2
5,194,3,0,-2,2,1,3,5,-2,1,0,-2,3,1,3,3,1,5,3,2,-2,5,5,0,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,2,1,1,-2,1,0,887,887,0,6823,435,-2,2
1,550,-2,-2,10,3,2,3,6,0,0,0,-2,3,1,2,3,1,5,2,-2,0,1,4,0,0,0,3,4,1,1,-2,1,3,-2,-2,4,0,1,-2,1,-2,1216,811,811,7713,1264,1,1
2,2563,-2,-2,10,4,2,2,6,1,1,0,-2,4,2,4,3,1,5,2,-2,0,5,6,0,0,1,6,6,2,0,76,2,3,0,1,4,1,1,-2,3,0,1936,1536,1536,15653,2256,-2,5
2,101,-2,-2,10,4,2,3,7,1,1,1,-2,5,1,2,3,1,5,1,-2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,1,0,1,6,-2,2214,1814,0,9211,1541,1,1
5,1198,3,0,-2,2,1,1,3,-2,0,0,-2,5,-2,-2,-2,0,-2,2,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,0,0,2,3,0,598,598,399,3823,1678,2,4
4,3761,-2,0,-2,2,1,1,3,-2,0,0,-2,-2,1,2,3,0,-2,2,-2,-2,5,2,0,-2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,3,1,1,-2,1,1,1240,827,413,3598,581,-2,7
4,1273,-2,0,-2,1,1,1,2,-2,1,0,-2,1,1,3,3,1,5,2,-2,-2,5,2,0,1,1,4,2,1,0,-2,0,-2,-2,-2,2,1,1,-2,2,0,742,742,742,7325,896,-2,4
2,1433,-2,-2,20,4,2,5,9,1,1,1,-2,5,2,2,3,1,5,2,-2,1,1,6,0,1,1,3,9,3,0,76,2,1,0,0,6,1,0,1,2,-2,4864,3376,4464,14581,2592,1,8
2,313,-2,-2,31,4,2,5,9,1,1,0,2,4,2,3,3,1,5,3,1,0,3,9,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,7,0,0,-2,3,-2,4731,3287,321,8887,4531,-2,2
2,375,-2,-2,20,4,3,5,9,1,1,0,-2,2,2,2,3,1,5,2,-2,0,4,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,7,1,0,-2,2,-2,1700,1000,0,8464,5609,-2,1
2,156,-2,-2,20,4,2,6,10,1,1,1,-2,5,1,3,3,1,5,2,-2,0,1,10,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,0,7,0,0,1,5,-2,5548,4898,980,9197,1913,1,1
2,999,-2,-2,10,3,1,3,6,0,1,0,1,1,1,2,3,1,5,2,-2,0,1,6,0,0,0,6,6,3,-2,72,3,1,0,0,4,1,0,1,2,-2,1998,1998,1998,4968,1700,1,2
2,3681,-2,-2,10,2,2,2,4,1,1,0,-2,-2,1,2,3,1,5,2,-2,1,5,4,0,0,1,2,4,3,0,76,1,1,0,0,3,1,1,-2,3,-2,1296,1046,1046,10391,1522,-2,25
2,740,-2,-2,10,3,2,3,6,1,1,0,2,3,1,3,3,1,5,4,2,1,5,4,0,0,0,6,6,1,0,-2,4,1,0,1,5,1,1,-2,2,-2,2830,2216,1842,32314,3665,3,3
2,450,-2,-2,10,3,1,3,6,0,0,0,2,-2,-2,-2,-2,0,-2,2,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,4,0,0,1,2,-2,1923,962,0,2594,2370,1,1
2,1299,-2,-2,20,3,2,3,6,1,1,1,2,4,1,3,3,1,5,3,1,0,1,6,0,0,0,2,4,3,1,78,4,3,0,1,4,0,0,1,3,-2,2380,1980,1320,13460,2118,1,0
5,190,3,0,-2,2,2,3,5,-2,0,0,-2,-2,1,3,2,1,5,1,-2,-2,5,5,0,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,1,1,-2,5,0,795,795,0,7062,761,-2,0
3,693,-2,-2,10,2,2,2,4,1,0,1,-2,1,2,1,3,1,5,1,-2,0,1,4,0,0,1,3,4,1,1,-2,5,2,0,2,4,0,0,1,1,-2,2076,1676,1676,2653,1089,1,2
5,1525,20,0,-2,2,2,2,4,-2,0,0,-2,2,1,1,2,1,5,2,-2,-2,5,4,1,0,1,5,4,2,0,69,0,-2,-2,-2,4,1,0,1,4,0,1361,1361,1361,9096,1385,3,6
2,1392,-2,-2,10,2,1,2,4,0,1,0,-2,-2,-2,-2,-2,0,-2,2,-2,0,5,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,1,1,-2,4,-2,360,270,90,10747,1086,3,4
4,733,-2,0,-2,2,1,2,4,-2,0,0,-2,3,-2,-2,-2,0,-2,2,-2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,3,1,-2,-2,2,0,0,2,2,0,540,540,0,2176,1371,2,1
2,3574,-2,-2,10,3,2,3,6,0,1,1,-2,-2,2,3,3,1,5,2,-2,0,5,6,0,1,0,3,6,3,0,75,2,1,0,0,6,1,0,1,2,-2,1624,1624,1624,14886,2480,1,21
1,527,-2,-2,10,3,2,2,5,0,0,1,-2,-2,1,2,3,1,1,2,-2,0,1,5,-2,0,0,2,5,1,0,-2,4,2,-2,-2,5,0,0,-2,2,-2,1064,1064,1064,4630,1374,1,2
2,1217,-2,-2,10,3,2,2,5,1,1,0,-2,3,1,3,3,1,5,1,-2,0,5,5,0,1,1,1,5,3,1,70,4,3,1,7,4,1,1,-2,2,-2,3460,1650,1650,18444,2103,-2,5
2,866,-2,-2,20,1,2,3,4,1,0,1,-2,3,1,2,3,1,5,1,-2,0,5,4,0,0,0,3,4,3,1,68,1,2,0,0,5,1,1,-2,2,-2,2254,1440,1440,4208,1781,-2,1
2,575,-2,-2,10,4,2,3,7,0,1,0,-2,5,2,4,2,1,1,2,-2,0,5,7,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,1,1,0,1,5,-2,1813,1458,0,5201,1038,1,2
4,778,-2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,2,3,0,642,642,0,4163,2036,3,4
