TYPEHUQ,CDD30YR,NUMFLRS,STUDIO,STORIES,BEDROOMS,NCOMBATH,OTHROOMS,TOTROOMS,PRKGPLC1,OUTGRILL,ICE,SIZFREEZ,DWASHUSE,TOPFRONT,WASHLOAD,RNSETEMP,DRYER,DRYRFUEL,TVCOLOR,TVONWE3,WELLPUMP,FUELHEAT,HEATROOM,WHEATOTH,CENACHP,MAINTAC,AGECENAC,ACROOMS,USECENAC,PROTHERMAC,TEMPHOMEAC,NUMCFAN,USECFAN,SWIMPOOL,NOUTLGTNT,WINDOWS,ELWARM,ELWATER,PGASHTWA,NHSLDMEM,HUPROJ,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,TOTALDOL,KAVALNG,OA_LAT
5,1554,3,0,-2,1,1,2,3,-2,0,0,-2,2,1,2,3,1,5,0,-2,-2,5,3,0,0,1,6,3,3,0,80,1,3,-2,-2,1,1,1,-2,1,0,967,967,967,7625,695,-2,8
2,1464,-2,-2,10,3,2,2,5,0,1,1,-2,-2,1,2,3,1,5,3,1,0,5,5,0,0,0,3,5,3,0,72,2,2,0,0,3,1,1,-2,2,0,1066,1066,1066,10373,1265,-2,6
2,2657,-2,-2,20,4,3,5,9,1,1,1,-2,4,1,3,3,1,1,6,1,0,1,9,0,0,0,4,9,3,0,76,7,2,0,0,7,0,0,1,4,-2,4104,3704,3704,23576,3714,1,19
3,2157,-2,-2,10,2,1,3,5,0,0,0,-2,-2,1,2,2,0,-2,3,5,0,5,5,0,0,0,6,5,3,0,75,0,-2,0,0,6,1,1,-2,1,1,2324,2324,1189,12076,1234,-2,15
2,456,-2,-2,20,4,3,3,7,1,1,0,-2,5,1,4,3,1,1,1,-2,0,1,7,0,-2,-2,-2,-2,-2,-2,-2,1,2,0,0,4,0,0,1,6,-2,3666,3266,0,7046,1681,1,1
4,947,-2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,3,4,1,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,2,1,0,1,1,0,1000,1000,250,5302,1490,3,2
4,792,-2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,0,-2,-2,5,4,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,1,0,-2,2,0,782,782,0,2031,246,-2,0
2,1693,-2,-2,20,4,2,4,8,0,1,0,-2,1,1,2,3,1,5,1,-2,0,1,7,0,0,1,6,7,3,1,70,4,1,0,0,5,0,0,1,5,-2,3300,2438,3038,8075,2401,1,5
2,3319,-2,-2,10,3,3,3,6,1,0,0,-2,3,2,3,3,1,1,4,2,0,1,6,0,0,0,6,6,2,1,72,4,2,0,1,6,0,0,1,2,-2,3520,3120,3120,13832,3176,1,17
2,363,-2,-2,20,3,1,5,8,0,1,1,-2,-2,1,5,3,1,5,3,2,0,3,8,0,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,6,0,0,-2,3,-2,3784,2534,950,40243,6625,-2,3
3,1027,-2,-2,20,3,1,2,5,1,1,0,-2,4,1,3,3,1,5,5,3,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,2,3,1,0,1,4,0,2268,1424,0,8322,1942,1,3
2,1336,-2,-2,10,3,2,4,7,1,1,1,-2,2,1,3,2,1,5,5,1,0,5,7,0,0,0,3,7,3,1,70,2,3,0,3,0,1,1,-2,2,0,1911,1511,1511,15167,1074,-2,5
2,672,-2,-2,31,3,3,3,6,1,1,1,3,3,1,4,3,1,5,7,2,1,2,6,0,0,0,5,6,2,0,78,2,2,0,0,4,0,1,-2,4,-2,5688,3334,3334,14736,3906,-2,2
2,1733,-2,-2,31,3,2,3,6,1,0,1,-2,-2,1,2,2,1,5,2,-2,0,1,5,0,0,0,6,5,3,0,78,0,-2,0,0,3,0,0,1,1,-2,3375,2604,2604,10966,1992,1,7
2,968,-2,-2,10,3,2,5,8,1,1,1,-2,3,1,3,3,1,5,2,-2,0,1,8,0,0,0,3,8,3,1,72,7,2,1,15,4,1,0,1,2,-2,2923,2923,2523,20865,6153,1,5
4,756,-2,0,-2,1,1,2,3,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,2,1,0,-2,1,0,433,289,144,5550,916,1,4
2,603,-2,-2,10,3,2,2,5,0,1,0,-2,-2,-2,-2,-2,0,-2,4,2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,0,4,0,0,1,6,0,2903,1344,0,3242,1211,1,0
2,1821,-2,-2,10,2,2,4,6,0,1,0,-2,-2,1,2,1,1,1,3,1,0,1,4,0,0,0,4,4,2,1,70,1,2,0,0,3,0,0,1,1,-2,1450,967,967,3520,1502,1,0
2,3217,-2,-2,10,4,3,4,8,1,1,1,-2,4,1,1,3,1,5,4,1,0,5,8,0,1,1,1,8,3,1,80,3,2,1,0,4,1,1,-2,1,-2,3177,2527,2527,20679,2519,-2,21
2,477,-2,-2,10,4,3,3,7,0,1,0,3,3,2,4,3,1,5,4,2,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,1,4,1,1,-2,5,-2,3360,2040,240,20058,1809,-2,0
2,39,-2,-2,20,4,3,5,9,1,1,1,3,5,2,3,3,1,1,2,-2,0,1,9,0,-2,-2,-2,-2,-2,-2,-2,1,3,0,0,5,1,0,1,6,-2,2994,2594,288,12574,4318,1,0
2,757,-2,-2,20,4,2,5,9,0,1,0,2,4,1,3,3,1,5,6,1,0,1,9,0,0,1,3,6,3,1,72,3,3,0,1,5,0,0,1,2,-2,3440,3440,2004,11354,2591,1,4
2,1521,-2,-2,10,3,2,3,6,1,1,0,-2,-2,1,1,2,0,-2,5,3,0,1,6,0,0,0,2,6,2,0,68,0,-2,0,0,4,0,0,1,3,-2,3462,3062,3062,11713,2001,1,0
2,2875,-2,-2,20,4,2,4,8,0,1,1,4,2,2,3,2,1,5,2,-2,0,5,8,0,0,1,1,8,3,0,65,6,3,0,0,4,1,1,-2,6,-2,2464,2464,2464,26425,3545,1,18
2,1551,-2,-2,20,3,3,4,7,1,1,1,-2,3,1,3,3,1,1,3,1,0,1,7,0,0,0,4,7,2,1,72,2,3,1,0,6,0,0,1,2,-2,3782,3132,3132,14411,2465,1,1
3,643,-2,-2,20,2,1,3,5,0,0,0,1,2,1,2,3,1,1,1,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,2,2,1,0,1,1,-2,1836,1132,0,3483,744,1,0
5,2435,2,0,-2,1,1,3,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,3,1,0,0,5,3,3,0,79,0,-2,-2,-2,3,1,0,2,1,0,1470,1102,1102,7574,1006,3,2
3,3316,-2,-2,10,3,2,2,5,0,1,0,-2,1,2,2,3,1,5,4,5,0,5,5,0,0,0,2,5,2,1,74,5,3,0,0,3,1,0,1,4,0,1008,1008,1008,29307,3307,1,19
2,2562,-2,-2,20,3,2,4,7,1,1,1,-2,1,2,3,3,1,5,4,3,0,5,7,0,0,1,2,7,3,1,72,4,3,0,1,4,1,1,-2,2,-2,2460,2060,2060,11429,1250,-2,21
4,3760,-2,0,-2,1,1,2,3,-2,0,0,-2,-2,1,2,2,0,-2,2,-2,-2,5,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,619,619,0,7637,1058,-2,7
4,1026,-2,0,-2,1,1,3,4,-2,0,0,-2,-2,2,2,3,1,5,3,2,-2,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,1,-2,4,0,471,471,118,5425,1625,1,7
2,589,-2,-2,20,2,2,3,5,0,1,1,3,4,2,3,3,1,5,3,1,1,2,5,0,0,0,2,5,1,1,-2,3,3,0,1,4,0,0,-2,3,-2,1913,1913,1913,10393,2579,-2,2
2,2832,-2,-2,10,2,1,4,6,0,1,0,3,2,1,5,3,1,5,3,1,0,2,6,0,0,0,3,6,3,0,70,4,3,0,0,4,0,1,-2,3,-2,858,858,858,16196,2097,-2,17
2,524,-2,-2,10,4,2,2,6,1,1,1,2,4,2,4,3,1,5,2,-2,1,3,6,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,1,-2,5,-2,2511,2111,0,9582,2676,-2,0
2,2334,-2,-2,10,3,2,3,6,1,1,1,-2,4,2,3,3,1,5,2,-2,0,5,6,0,1,0,3,6,1,0,-2,5,3,0,2,4,1,1,-2,4,-2,2312,1912,1912,28748,4037,-2,3
1,1718,-2,-2,10,3,2,2,5,0,1,0,-2,4,1,3,3,1,5,2,-2,1,5,5,0,1,1,4,5,3,1,65,2,3,-2,-2,4,1,1,-2,2,-2,1064,1064,1064,15374,1621,-2,6
2,2786,-2,-2,10,3,2,3,6,1,0,0,-2,3,1,2,3,1,5,1,-2,0,5,6,0,0,1,3,6,3,0,78,3,3,0,0,5,1,1,-2,4,-2,1630,1230,1230,18133,1621,-2,8
3,6,-2,-2,10,2,1,2,4,0,1,0,-2,1,1,2,3,1,5,1,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,1,2,0,1,-2,1,0,784,784,0,8229,1675,3,0
5,1404,2,0,-2,2,1,2,4,-2,0,0,-2,3,-2,-2,-2,0,-2,2,-2,-2,5,4,0,0,0,5,4,3,0,70,0,-2,-2,-2,2,1,1,-2,2,0,695,695,695,6815,736,-2,5
2,1371,-2,-2,20,4,2,5,9,0,1,1,3,5,1,4,1,1,5,1,-2,0,1,9,0,0,1,4,9,3,1,72,3,2,0,0,6,0,0,1,4,-2,4329,3608,3608,27572,5967,1,5
2,154,-2,-2,20,5,2,6,11,1,1,1,3,4,1,4,3,1,5,7,5,1,7,11,0,-2,-2,-2,-2,-2,-2,-2,8,2,0,1,7,0,1,-2,6,-2,5320,4920,320,20145,4906,-2,0
2,3382,-2,-2,10,3,2,3,6,1,0,0,-2,-2,1,1,2,0,-2,1,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,1,3,0,0,1,1,-2,1200,800,0,9576,1976,1,18
2,861,-2,-2,20,5,3,5,10,0,1,0,-2,3,1,2,3,1,5,2,-2,0,1,10,0,0,1,5,10,1,1,-2,3,3,1,0,6,0,0,1,4,-2,3960,2640,2640,18333,3497,1,3
2,1276,-2,-2,10,2,2,4,6,1,1,1,3,3,1,3,3,1,5,3,2,1,7,6,0,0,1,3,6,3,0,72,0,-2,0,2,4,0,0,-2,4,-2,4245,3029,3029,14200,2371,-2,5
2,1044,-2,-2,20,3,1,2,5,1,1,0,-2,2,1,2,3,1,5,2,-2,0,1,5,0,1,1,4,5,3,1,72,0,-2,0,1,3,1,0,1,2,0,1724,1316,1158,12061,1916,1,2
2,1639,-2,-2,10,2,1,3,5,0,1,0,2,-2,1,2,3,1,5,1,-2,1,1,5,0,1,0,3,5,1,0,-2,2,1,0,1,4,0,1,-2,2,0,600,600,600,12500,1851,1,7
4,464,-2,0,-2,2,1,2,4,-2,0,0,2,-2,2,2,3,1,5,2,-2,-2,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,0,1,3,0,1250,1250,0,7395,1684,1,1
3,4103,-2,-2,10,2,1,2,4,0,0,0,-2,-2,2,2,3,1,5,1,-2,0,-2,-2,0,0,1,2,4,3,0,73,0,-2,0,0,3,0,1,-2,4,-2,1170,0,1170,12133,1507,-2,28
2,1253,-2,-2,20,4,3,3,7,1,0,1,2,5,1,3,3,1,5,3,4,0,1,7,0,0,1,3,7,2,1,72,4,3,0,1,5,0,0,1,3,-2,2984,2984,2984,18986,3534,1,5
2,941,-2,-2,20,4,3,2,6,0,1,0,-2,5,1,3,3,1,5,5,1,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,5,0,0,1,4,-2,3076,3076,2050,11799,3635,3,5
5,540,2,0,-2,1,1,2,3,-2,0,0,-2,1,-2,-2,-2,0,-2,2,-2,-2,1,3,1,0,0,3,3,2,1,70,0,-2,-2,-2,1,0,0,2,1,0,834,834,834,6832,1460,3,2
2,1902,-2,-2,10,3,1,3,6,1,1,1,1,5,1,3,3,1,1,3,2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,5,3,0,1,3,1,0,1,3,-2,1296,872,0,13472,2318,1,0
1,3549,-2,-2,10,3,2,2,5,0,1,0,-2,-2,1,3,3,1,5,3,2,0,1,5,0,0,1,2,5,3,1,80,2,3,-2,-2,4,0,0,1,6,-2,1078,1078,1078,13213,2130,1,0
3,874,-2,-2,10,2,2,3,5,0,0,0,-2,-2,1,1,3,1,1,1,-2,0,-2,-2,0,0,0,6,5,1,0,-2,2,1,0,0,2,0,0,1,1,0,1421,0,1421,2549,586,1,0
2,1587,-2,-2,10,4,2,2,6,1,1,0,-2,4,1,3,3,1,5,4,4,0,5,6,0,1,0,3,6,2,1,78,2,1,0,0,4,1,1,-2,3,-2,2579,2179,2179,22997,2414,-2,7
2,2037,-2,-2,10,3,1,1,4,1,1,1,-2,2,1,2,3,1,1,2,-2,0,1,4,0,0,0,3,4,1,1,-2,2,1,0,0,3,0,0,1,2,-2,1558,1158,1158,5630,956,1,1
4,763,-2,0,-2,3,1,2,5,-2,0,0,-2,4,-2,-2,-2,0,-2,0,-2,-2,1,5,0,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,4,0,0,1,3,0,1660,1107,0,3778,2337,3,4
3,1477,-2,-2,10,3,2,2,5,1,0,0,-2,2,2,2,3,1,5,3,1,0,1,4,0,0,0,2,4,2,1,72,3,2,0,0,2,0,0,1,1,-2,1581,945,945,10295,2097,1,0
4,1060,-2,0,-2,1,1,3,4,-2,1,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,4,0,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,4,1,0,1,1,0,650,650,0,2995,643,1,0
5,1744,3,1,-2,-2,1,1,1,-2,0,0,-2,-2,-2,-2,-2,0,-2,1,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,-2,1,2,-2,-2,1,1,1,-2,1,0,435,435,435,7275,694,-2,5
2,950,-2,-2,10,3,3,4,7,1,1,1,-2,3,1,3,2,1,5,3,1,1,2,7,0,0,1,5,7,1,1,-2,2,2,0,2,6,0,0,-2,2,-2,5145,4745,4745,8128,3052,-2,4
2,823,-2,-2,10,2,1,5,7,1,0,0,1,3,1,1,3,1,5,2,-2,1,3,6,0,0,0,5,7,1,0,-2,1,1,0,1,3,1,1,-2,1,-2,1716,633,1466,6101,2535,-2,1
2,3930,-2,-2,10,4,2,5,9,0,1,0,-2,3,2,3,2,1,5,3,1,1,5,9,0,0,0,3,9,3,0,78,5,2,0,3,5,1,1,-2,2,-2,1152,1152,1152,22863,3100,-2,20
2,1842,-2,-2,10,3,2,4,7,1,1,1,1,2,1,3,3,1,5,3,1,1,5,7,0,1,1,3,7,3,1,78,4,3,0,0,5,1,0,-2,2,-2,2527,1877,1877,20374,4169,-2,0
2,699,-2,-2,20,3,2,4,7,0,1,1,-2,3,1,3,3,1,1,1,-2,0,1,4,0,0,1,2,7,1,1,-2,1,2,0,0,4,0,0,1,3,-2,1440,531,930,5303,1279,1,2
2,749,-2,-2,10,2,1,3,5,0,1,0,-2,-2,1,3,3,1,5,3,1,0,1,5,0,0,1,6,5,2,0,70,2,2,0,0,3,0,0,1,2,0,1456,1456,1456,8036,1256,1,1
5,1242,2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,2,0,0,1,2,0,980,0,0,3392,543,3,0
2,3306,-2,-2,20,4,2,2,6,0,1,1,-2,5,1,2,2,1,5,2,-2,0,5,6,0,0,0,6,6,3,0,68,6,3,0,1,6,1,1,-2,3,-2,1960,1960,1960,19202,2701,-2,22
3,1089,-2,-2,10,1,1,2,3,0,1,1,-2,3,1,3,3,1,5,2,-2,0,1,3,0,-2,-2,-2,-2,-2,-2,-2,2,3,1,0,3,0,0,1,2,0,1173,1173,476,12028,1578,1,3
2,1040,-2,-2,10,6,2,5,11,0,1,0,-2,-2,1,2,3,1,5,6,3,0,1,11,0,-2,-2,-2,-2,-2,-2,-2,5,1,1,12,5,0,0,1,6,-2,4179,3888,411,12489,3293,1,2
4,1554,-2,0,-2,1,1,1,2,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,2,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,0,2,2,0,536,536,268,5730,792,3,6
2,1730,-2,-2,10,2,1,2,4,0,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,1,7,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0,3,0,1,-2,1,0,624,624,0,3529,445,-2,7
2,2188,-2,-2,10,3,2,2,5,1,1,1,-2,3,2,3,3,1,5,2,-2,0,1,5,0,0,1,4,5,3,1,78,2,3,0,0,3,1,0,1,2,-2,1872,1472,1472,6964,1511,1,11
5,487,2,0,-2,2,1,2,4,-2,0,0,-2,3,-2,-2,-2,0,-2,1,-2,-2,5,4,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,1,0,2,1,0,908,908,227,3467,375,3,0
2,322,-2,-2,10,2,1,5,7,1,1,1,-2,4,1,3,3,1,5,1,-2,0,1,5,0,-2,-2,-2,-2,-2,-2,-2,3,2,0,1,4,0,1,-2,2,-2,1232,701,281,7542,1098,1,0
2,748,-2,-2,10,3,2,4,7,1,1,1,-2,1,1,2,3,1,1,4,2,0,1,7,0,0,0,3,7,1,1,-2,2,1,0,0,6,0,0,1,2,-2,2499,2099,2099,5968,1692,1,2
2,1296,-2,-2,20,4,3,4,8,1,0,-2,-2,3,1,1,3,1,5,3,2,1,3,8,0,0,0,3,8,1,0,-2,4,1,0,0,7,1,1,-2,1,-2,5412,3527,3527,10229,1443,-2,5
5,1107,2,0,-2,2,1,3,5,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,0,0,1,4,0,850,0,0,2500,556,1,3
3,1044,-2,-2,20,3,1,2,5,0,1,0,1,2,1,2,3,1,5,3,5,0,1,5,0,0,1,3,5,2,1,72,1,3,0,1,2,0,0,1,3,0,2085,2085,2085,10334,2397,1,3
2,2652,-2,-2,10,2,1,2,4,0,1,0,-2,-2,1,2,3,1,5,3,1,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,4,3,0,0,3,0,0,1,5,0,736,736,552,8139,1372,1,7
2,2690,-2,-2,10,3,2,4,7,1,1,0,-2,3,1,3,3,1,5,3,1,0,1,7,0,0,1,2,7,3,1,80,4,3,0,0,4,0,0,1,3,-2,2365,1965,1965,17515,2408,1,13
4,1015,-2,0,-2,3,1,3,6,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,1,6,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,2,2,0,1271,1271,0,4346,1932,2,3
2,1937,-2,-2,10,5,2,5,10,1,1,1,2,1,1,3,3,1,5,2,-2,1,2,5,0,0,0,3,5,2,1,72,7,3,1,0,4,0,0,-2,2,-2,3020,1310,1310,16645,4718,-2,0
1,499,-2,-2,10,5,2,5,10,0,0,0,1,-2,1,4,3,1,5,4,1,1,2,10,0,-2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,3,0,0,-2,2,-2,2079,2079,0,8529,2187,-2,0
2,3266,-2,-2,10,3,2,2,5,1,1,1,-2,-2,1,2,3,1,5,3,1,0,5,5,0,0,1,2,5,3,0,72,7,3,0,2,3,1,1,-2,1,-2,1587,1187,1187,14576,1587,-2,24
2,1370,-2,-2,10,3,1,3,6,1,0,0,-2,-2,1,1,2,1,5,2,-2,1,5,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,4,3,1,1,-2,1,-2,1568,879,439,10104,863,-2,4
2,3365,-2,-2,20,4,2,2,6,1,1,1,-2,2,1,2,3,1,1,2,-2,0,1,6,0,0,0,3,6,3,1,70,2,3,0,1,5,0,0,1,2,-2,3840,3440,3440,12493,2148,1,16
2,1916,-2,-2,10,3,2,2,5,0,0,0,-2,3,1,3,3,1,5,3,1,0,1,5,0,0,0,3,5,3,1,75,4,3,0,0,6,0,1,-2,2,-2,2652,2652,2652,11579,1507,1,10
1,1012,-2,-2,10,2,1,2,4,0,1,0,-2,-2,1,4,1,1,5,3,3,0,5,4,0,-2,-2,-2,-2,-2,-2,-2,1,3,-2,-2,3,1,1,-2,3,-2,564,564,141,23103,1551,-2,5
1,827,-2,-2,10,2,1,2,4,0,0,0,-2,-2,-2,-2,-2,0,-2,0,-2,0,1,4,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,3,0,0,1,1,0,528,528,0,2691,984,1,2
2,708,-2,-2,10,3,1,2,5,1,0,0,-2,2,1,4,3,1,5,1,-2,0,1,5,0,0,1,2,5,1,0,-2,0,-2,0,1,4,0,0,1,3,-2,3306,1456,1456,4142,1135,1,2
1,3370,-2,-2,10,1,1,2,3,0,0,0,-2,-2,-2,-2,-2,0,-2,0,-2,0,5,2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,4,1,1,-2,1,0,420,280,280,7428,992,-2,19
2,1696,-2,-2,20,3,2,2,5,1,1,1,-2,3,2,2,3,1,5,2,-2,0,5,5,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,3,3,1,1,-2,2,-2,1929,962,0,32471,2775,-2,5
2,1876,-2,-2,10,3,1,4,7,0,1,1,2,-2,2,2,3,1,5,1,-2,0,5,7,0,0,0,2,7,3,0,72,3,2,0,0,2,1,1,-2,2,-2,1520,1520,1520,26147,3273,-2,12
2,374,-2,-2,20,6,3,12,12,1,1,1,3,5,1,3,3,1,5,5,1,1,3,18,0,-2,-2,-2,-2,-2,-2,-2,5,1,1,0,6,0,0,-2,3,-2,7986,5310,0,21816,4838,-2,2
2,566,-2,-2,20,3,1,3,6,0,1,0,-2,3,2,3,3,1,5,3,1,0,3,6,0,0,1,3,6,3,0,78,1,3,0,0,4,0,0,-2,3,-2,2184,1456,1456,5373,2201,-2,2
3,785,-2,-2,20,5,1,3,8,0,1,0,-2,-2,1,3,3,0,-2,3,2,0,3,8,0,-2,-2,-2,-2,-2,-2,-2,4,2,0,0,6,1,1,-2,11,-2,3565,3565,0,17443,3441,-2,3
2,745,-2,-2,10,2,1,2,4,0,0,0,-2,4,1,2,2,1,1,2,-2,0,1,4,0,1,0,6,4,1,1,-2,1,3,0,0,4,0,0,1,1,-2,858,858,858,3748,2024,1,4
2,1491,-2,-2,10,3,2,4,7,1,1,0,-2,3,2,3,3,1,5,1,-2,0,5,7,0,0,1,5,7,2,1,78,2,3,0,0,5,1,0,1,2,-2,2067,1667,1667,7767,1220,1,0
2,1386,-2,-2,10,3,1,3,6,0,1,1,-2,3,1,2,3,1,5,1,-2,0,5,6,0,1,0,1,6,1,1,-2,2,1,0,1,4,1,1,-2,2,-2,1075,1075,1075,10929,985,-2,6
5,567,2,0,-2,1,1,2,3,-2,0,0,-2,5,-2,-2,-2,0,-2,2,-2,-2,5,3,1,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,1,1,-2,1,0,564,564,0,3445,302,-2,0
4,241,-2,0,-2,2,2,2,4,-2,1,0,-2,4,1,3,3,1,5,1,-2,-2,1,3,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,6,1,0,1,2,0,1023,767,0,7531,1156,1,1
2,1490,-2,-2,10,2,2,4,6,0,0,0,-2,4,2,4,3,1,5,2,-2,0,1,6,0,1,0,3,6,3,1,69,4,3,0,0,4,0,1,-2,2,0,3131,2139,2139,14183,3352,1,9
2,3992,-2,-2,10,5,4,4,9,1,1,0,2,1,1,1,3,1,5,2,-2,0,5,9,0,0,0,4,9,3,1,72,4,1,1,1,4,1,1,-2,1,-2,4032,3782,3782,24508,2629,-2,1
5,638,2,0,-2,2,1,2,4,-2,0,0,-2,-2,-2,-2,-2,0,-2,2,-2,-2,5,1,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,2,1,0,2,2,0,741,185,185,8448,784,3,0
4,1689,-2,0,-2,2,1,2,4,-2,1,0,-2,1,1,1,3,1,5,1,-2,-2,5,4,0,0,0,6,4,3,0,73,1,1,-2,-2,2,1,1,-2,1,0,1232,1232,1232,10903,932,-2,6
2,2167,-2,-2,10,4,2,2,6,0,1,1,1,5,2,4,3,1,5,1,-2,1,5,6,0,0,0,3,6,3,1,72,6,2,0,0,4,1,1,-2,6,-2,1440,1440,1440,26033,3128,-2,12
2,558,-2,-2,20,4,3,3,7,0,0,1,-2,1,1,2,3,1,5,4,3,0,3,7,0,-2,-2,-2,-2,-2,-2,-2,2,1,0,0,4,1,1,-2,4,-2,3238,2320,663,16437,4978,-2,3
2,756,-2,-2,20,4,3,4,8,1,1,0,-2,3,1,2,2,1,1,3,1,0,1,8,0,1,0,6,8,1,1,-2,0,-2,0,0,5,0,0,1,2,-2,3480,2120,2120,17404,3533,1,0
4,647,-2,0,-2,4,1,2,6,-2,0,0,-2,-2,-2,-2,-2,0,-2,3,1,-2,1,6,0,-2,-2,-2,-2,-2,-2,-2,2,1,-2,-2,5,1,0,1,6,0,926,926,154,7441,1935,1,3
2,1583,-2,-2,10,4,2,3,7,1,1,0,2,2,1,2,3,1,5,4,1,0,1,5,0,0,0,4,5,3,0,79,4,1,0,3,6,0,0,1,1,-2,3105,2284,968,10382,1784,1,7
2,1332,-2,-2,20,5,3,5,10,1,1,1,-2,5,2,3,3,1,5,2,-2,0,5,7,0,1,1,4,5,2,1,78,6,3,0,0,6,1,1,-2,6,-2,3252,1710,1108,22192,3051,-2,5
2,567,-2,-2,20,4,2,6,10,1,1,1,-2,4,2,3,3,1,5,3,1,0,1,10,0,0,0,4,10,3,1,80,4,3,0,0,6,0,0,1,5,-2,4740,2770,2770,15704,2818,1,0
2,799,-2,-2,10,4,2,5,9,0,1,0,1,3,2,2,3,1,1,4,1,0,1,8,0,0,0,4,8,1,0,-2,3,1,0,0,4,1,0,1,2,-2,2452,1925,1925,5664,1714,1,0
2,561,-2,-2,10,4,1,7,11,1,1,0,3,3,1,3,3,1,5,4,4,1,1,11,0,1,1,2,11,1,1,-2,5,1,0,0,4,0,1,-2,2,-2,2275,1875,1875,7928,1788,1,2
1,2473,-2,-2,10,1,1,2,3,0,1,0,1,-2,1,2,3,1,5,1,-2,1,5,3,0,-2,-2,-2,-2,-2,-2,-2,2,3,-2,-2,3,1,1,-2,2,-2,528,528,352,15828,2072,-2,18
1,1045,-2,-2,10,3,2,2,5,0,1,0,-2,-2,1,1,1,1,1,4,1,0,1,5,0,0,1,2,5,3,-2,45,1,3,-2,-2,3,0,0,1,1,-2,1232,1232,1232,4796,965,1,0
2,2374,-2,-2,10,4,1,3,7,0,0,0,-2,-2,1,3,3,1,5,0,-2,0,1,6,0,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,4,0,0,1,2,-2,1404,1203,602,8324,1328,1,2
2,909,-2,-2,10,3,2,5,8,1,1,0,1,3,2,3,3,1,1,5,1,0,1,8,0,0,0,2,8,3,1,70,2,1,0,1,5,1,0,1,2,-2,3830,3830,1926,11150,1763,1,4
5,752,3,0,-2,1,1,2,3,-2,0,0,-2,3,-2,-2,-2,0,-2,1,-2,-2,1,3,1,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,1,0,2,1,0,774,774,258,1777,833,3,0
2,3756,-2,-2,10,3,2,4,7,0,1,0,-2,4,1,4,3,1,5,1,-2,0,5,7,0,1,0,2,7,3,1,76,0,-2,0,0,6,1,1,-2,3,-2,2688,2688,2688,19280,2849,-2,25
